dGz100,Alter,Ho,species,rid
8,105,33.6,fasy,271
8,110,34.4,fasy,271
8,115,35.3,fasy,271
8,120,35.9,fasy,271
8,125,36.5,fasy,271
8,130,37.0,fasy,271
8,135,37.6,fasy,271
8,140,38.1,fasy,271
8,145,38.5,fasy,271
8,150,39.0,fasy,271
7,30,9.0,fasy,273
7,35,11.2,fasy,273
7,40,13.4,fasy,273
7,45,15.6,fasy,273
7,50,17.6,fasy,273
7,55,19.4,fasy,273
7,60,21.0,fasy,273
7,65,22.4,fasy,273
7,70,23.7,fasy,273
7,75,24.9,fasy,273
7,80,26.0,fasy,273
7,85,27.1,fasy,273
7,90,28.2,fasy,273
7,95,29.2,fasy,273
7,100,30.1,fasy,273
7,105,31.0,fasy,273
7,110,31.7,fasy,273
7,115,32.4,fasy,273
7,120,33.1,fasy,273
7,125,33.7,fasy,273
7,130,34.3,fasy,273
7,135,34.8,fasy,273
7,140,35.3,fasy,273
7,145,35.7,fasy,273
7,150,36.1,fasy,273
10,20,10.1,psme,275
10,25,13.1,psme,275
10,30,15.8,psme,275
10,35,18.2,psme,275
10,40,20.3,psme,275
10,45,22.3,psme,275
10,50,24.0,psme,275
10,55,25.7,psme,275
10,60,27.2,psme,275
10,65,28.5,psme,275
10,70,29.9,psme,275
10,75,31.0,psme,275
10,80,32.1,psme,275
10,85,33.2,psme,275
10,90,34.1,psme,275
10,95,35.0,psme,275
10,100,35.8,psme,275
9,20,9.5,psme,277
9,25,12.3,psme,277
9,30,14.8,psme,277
9,35,17.1,psme,277
9,40,19.2,psme,277
9,45,21.0,psme,277
9,50,22.8,psme,277
9,55,24.3,psme,277
9,60,25.8,psme,277
9,65,27.1,psme,277
9,70,28.2,psme,277
9,75,29.3,psme,277
9,80,30.4,psme,277
9,85,31.4,psme,277
9,90,32.3,psme,277
9,95,33.2,psme,277
9,100,33.9,psme,277
9,20,9.5,psme,279
9,25,12.3,psme,279
9,30,14.8,psme,279
9,35,17.1,psme,279
9,40,19.2,psme,279
9,45,21.0,psme,279
9,50,22.8,psme,279
9,55,24.3,psme,279
9,60,25.8,psme,279
9,65,27.1,psme,279
9,70,28.2,psme,279
9,75,29.3,psme,279
9,80,30.4,psme,279
9,85,31.4,psme,279
9,90,32.3,psme,279
9,95,33.2,psme,279
9,100,33.9,psme,279
8,30,10.7,fasy,281
8,35,13.0,fasy,281
8,40,15.4,fasy,281
8,45,17.7,fasy,281
8,50,19.7,fasy,281
8,55,21.6,fasy,281
8,60,23.3,fasy,281
8,65,24.7,fasy,281
8,70,26.0,fasy,281
8,75,27.3,fasy,281
8,80,28.5,fasy,281
8,85,29.7,fasy,281
8,90,30.8,fasy,281
8,95,31.8,fasy,281
8,100,32.7,fasy,281
8,105,33.6,fasy,281
8,110,34.4,fasy,281
8,115,35.3,fasy,281
8,120,35.9,fasy,281
8,125,36.5,fasy,281
8,130,37.0,fasy,281
8,135,37.6,fasy,281
8,140,38.1,fasy,281
8,145,38.5,fasy,281
8,150,39.0,fasy,281
13,30,9.3,abal,283
13,35,11.5,abal,283
13,40,13.7,abal,283
13,45,15.6,abal,283
13,50,17.5,abal,283
13,55,18.9,abal,283
13,60,20.4,abal,283
13,65,21.8,abal,283
13,70,23.2,abal,283
13,75,24.4,abal,283
13,80,25.6,abal,283
13,85,26.8,abal,283
13,90,27.9,abal,283
13,95,29.0,abal,283
13,100,30.0,abal,283
13,105,30.9,abal,283
13,110,31.8,abal,283
13,115,32.6,abal,283
13,120,33.4,abal,283
13,125,34.1,abal,283
13,130,34.8,abal,283
13,135,35.4,abal,283
13,140,36.0,abal,283
13,145,36.5,abal,283
13,150,37.0,abal,283
12,30,8.4,abal,285
12,35,10.4,abal,285
12,40,12.7,abal,285
12,45,14.6,abal,285
12,50,16.4,abal,285
12,55,18.0,abal,285
12,60,19.4,abal,285
12,65,20.8,abal,285
12,70,22.1,abal,285
12,75,23.3,abal,285
12,80,24.5,abal,285
12,85,25.6,abal,285
12,90,26.7,abal,285
12,95,27.7,abal,285
12,100,28.7,abal,285
12,105,29.6,abal,285
12,110,30.5,abal,285
12,115,31.3,abal,285
12,120,32.1,abal,285
12,125,32.7,abal,285
12,130,33.4,abal,285
12,135,34.0,abal,285
12,140,34.6,abal,285
12,145,35.1,abal,285
12,150,35.6,abal,285
12,30,8.4,abal,287
12,35,10.4,abal,287
12,40,12.7,abal,287
12,45,14.6,abal,287
12,50,16.4,abal,287
12,55,18.0,abal,287
12,60,19.4,abal,287
12,65,20.8,abal,287
12,70,22.1,abal,287
12,75,23.3,abal,287
12,80,24.5,abal,287
12,85,25.6,abal,287
12,90,26.7,abal,287
12,95,27.7,abal,287
12,100,28.7,abal,287
12,105,29.6,abal,287
12,110,30.5,abal,287
12,115,31.3,abal,287
12,120,32.1,abal,287
12,125,32.7,abal,287
12,130,33.4,abal,287
12,135,34.0,abal,287
12,140,34.6,abal,287
12,145,35.1,abal,287
12,150,35.6,abal,287
12,30,8.4,abal,289
12,35,10.4,abal,289
12,40,12.7,abal,289
12,45,14.6,abal,289
12,50,16.4,abal,289
12,55,18.0,abal,289
12,60,19.4,abal,289
12,65,20.8,abal,289
12,70,22.1,abal,289
12,75,23.3,abal,289
12,80,24.5,abal,289
12,85,25.6,abal,289
12,90,26.7,abal,289
12,95,27.7,abal,289
12,100,28.7,abal,289
12,105,29.6,abal,289
12,110,30.5,abal,289
12,115,31.3,abal,289
12,120,32.1,abal,289
12,125,32.7,abal,289
12,130,33.4,abal,289
12,135,34.0,abal,289
12,140,34.6,abal,289
12,145,35.1,abal,289
12,150,35.6,abal,289
16,30,11.8,abal,291
16,35,14.3,abal,291
16,40,16.5,abal,291
16,45,18.4,abal,291
16,50,20.2,abal,291
16,55,21.9,abal,291
16,60,23.5,abal,291
16,65,24.9,abal,291
16,70,26.5,abal,291
16,75,27.8,abal,291
16,80,29.2,abal,291
16,85,30.4,abal,291
16,90,31.6,abal,291
16,95,32.7,abal,291
16,100,33.8,abal,291
16,105,34.9,abal,291
16,110,35.8,abal,291
16,115,36.6,abal,291
16,120,37.4,abal,291
16,125,38.2,abal,291
16,130,38.9,abal,291
16,135,39.5,abal,291
16,140,40.1,abal,291
16,145,40.7,abal,291
16,150,41.2,abal,291
16,20,13.9,psme,293
16,25,17.6,psme,293
16,30,21.0,psme,293
16,35,24.0,psme,293
16,40,26.6,psme,293
16,45,29.1,psme,293
16,50,31.2,psme,293
16,55,33.2,psme,293
16,60,35.1,psme,293
16,65,36.8,psme,293
16,70,38.3,psme,293
16,75,39.7,psme,293
16,80,41.0,psme,293
16,85,42.2,psme,293
16,90,43.3,psme,293
16,95,44.4,psme,293
16,100,45.5,psme,293
9,30,12.2,fasy,295
9,35,14.8,fasy,295
9,40,17.3,fasy,295
9,45,19.7,fasy,295
9,50,21.9,fasy,295
9,55,23.9,fasy,295
9,60,25.6,fasy,295
9,65,27.0,fasy,295
9,70,28.4,fasy,295
9,75,29.8,fasy,295
9,80,31.1,fasy,295
9,85,32.3,fasy,295
9,90,33.4,fasy,295
9,95,34.4,fasy,295
9,100,35.3,fasy,295
9,105,36.2,fasy,295
9,110,37.0,fasy,295
9,115,37.8,fasy,295
9,120,38.6,fasy,295
9,125,39.3,fasy,295
9,130,39.9,fasy,295
9,135,40.6,fasy,295
9,140,41.2,fasy,295
9,145,41.8,fasy,295
9,150,42.2,fasy,295
15,20,13.3,psme,297
15,25,17.0,psme,297
15,30,20.2,psme,297
15,35,23.2,psme,297
15,40,25.8,psme,297
15,45,28.1,psme,297
15,50,30.2,psme,297
15,55,32.1,psme,297
15,60,33.8,psme,297
15,65,35.4,psme,297
15,70,36.9,psme,297
15,75,38.3,psme,297
15,80,39.6,psme,297
15,85,40.7,psme,297
15,90,41.9,psme,297
15,95,42.9,psme,297
15,100,44.0,psme,297
14,20,12.7,psme,299
14,25,16.2,psme,299
14,30,19.4,psme,299
14,35,22.2,psme,299
14,40,24.7,psme,299
14,45,26.9,psme,299
14,50,29.0,psme,299
14,55,30.9,psme,299
14,60,32.6,psme,299
14,65,34.2,psme,299
14,70,35.6,psme,299
14,75,37.0,psme,299
14,80,38.3,psme,299
14,85,39.4,psme,299
14,90,40.5,psme,299
14,95,41.6,psme,299
14,100,42.5,psme,299
15,20,13.3,psme,301
15,25,17.0,psme,301
15,30,20.2,psme,301
15,35,23.2,psme,301
15,40,25.8,psme,301
15,45,28.1,psme,301
15,50,30.2,psme,301
15,55,32.1,psme,301
15,60,33.8,psme,301
15,65,35.4,psme,301
15,70,36.9,psme,301
15,75,38.3,psme,301
15,80,39.6,psme,301
15,85,40.7,psme,301
15,90,41.9,psme,301
15,95,42.9,psme,301
15,100,44.0,psme,301
3,30,0.0,fasy,303
3,35,0.0,fasy,303
3,40,0.0,fasy,303
3,45,5.5,fasy,303
3,50,7.8,fasy,303
3,55,9.3,fasy,303
3,60,10.8,fasy,303
3,65,12.3,fasy,303
3,70,13.5,fasy,303
3,75,14.5,fasy,303
3,80,15.4,fasy,303
3,85,16.3,fasy,303
3,90,17.1,fasy,303
3,95,17.9,fasy,303
3,100,18.5,fasy,303
3,105,19.2,fasy,303
3,110,19.9,fasy,303
3,115,20.5,fasy,303
3,120,21.0,fasy,303
3,125,21.4,fasy,303
3,130,21.9,fasy,303
3,135,22.3,fasy,303
3,140,22.7,fasy,303
3,145,23.0,fasy,303
3,150,23.3,fasy,303
16,30,11.8,abal,305
16,35,14.3,abal,305
16,40,16.5,abal,305
16,45,18.4,abal,305
16,50,20.2,abal,305
16,55,21.9,abal,305
16,60,23.5,abal,305
16,65,24.9,abal,305
16,70,26.5,abal,305
16,75,27.8,abal,305
16,80,29.2,abal,305
16,85,30.4,abal,305
16,90,31.6,abal,305
16,95,32.7,abal,305
16,100,33.8,abal,305
16,105,34.9,abal,305
16,110,35.8,abal,305
16,115,36.6,abal,305
16,120,37.4,abal,305
16,125,38.2,abal,305
16,130,38.9,abal,305
16,135,39.5,abal,305
16,140,40.1,abal,305
16,145,40.7,abal,305
16,150,41.2,abal,305
10,30,6.9,abal,311
10,35,8.7,abal,311
10,40,10.4,abal,311
10,45,12.4,abal,311
10,50,14.2,abal,311
10,55,15.8,abal,311
10,60,17.4,abal,311
10,65,18.6,abal,311
10,70,19.9,abal,311
10,75,21.0,abal,311
10,80,22.2,abal,311
10,85,23.2,abal,311
10,90,24.3,abal,311
10,95,25.2,abal,311
10,100,26.2,abal,311
10,105,27.0,abal,311
10,110,27.8,abal,311
10,115,28.6,abal,311
10,120,29.4,abal,311
10,125,30.0,abal,311
10,130,30.6,abal,311
10,135,31.2,abal,311
10,140,31.8,abal,311
10,145,32.3,abal,311
10,150,32.7,abal,311
6,45,8.0,abal,313
6,50,9.3,abal,313
6,55,10.8,abal,313
6,60,12.2,abal,313
6,65,13.7,abal,313
6,70,14.9,abal,313
6,75,16.1,abal,313
6,80,17.2,abal,313
6,85,18.2,abal,313
6,90,19.0,abal,313
6,95,19.9,abal,313
6,100,20.8,abal,313
6,105,21.5,abal,313
6,110,22.3,abal,313
6,115,22.9,abal,313
6,120,23.5,abal,313
6,125,24.2,abal,313
6,130,24.7,abal,313
6,135,25.2,abal,313
6,140,25.6,abal,313
6,145,26.1,abal,313
6,150,26.5,abal,313
11,30,7.7,abal,315
11,35,9.6,abal,315
11,40,11.5,abal,315
11,45,13.6,abal,315
11,50,15.3,abal,315
11,55,16.9,abal,315
11,60,18.3,abal,315
11,65,19.7,abal,315
11,70,20.9,abal,315
11,75,22.2,abal,315
11,80,23.3,abal,315
11,85,24.4,abal,315
11,90,25.5,abal,315
11,95,26.5,abal,315
11,100,27.5,abal,315
11,105,28.4,abal,315
11,110,29.2,abal,315
11,115,30.0,abal,315
11,120,30.7,abal,315
11,125,31.4,abal,315
11,130,32.1,abal,315
11,135,32.6,abal,315
11,140,33.2,abal,315
11,145,33.7,abal,315
11,150,34.2,abal,315
12,30,8.4,abal,317
12,35,10.4,abal,317
12,40,12.7,abal,317
12,45,14.6,abal,317
12,50,16.4,abal,317
12,55,18.0,abal,317
12,60,19.4,abal,317
12,65,20.8,abal,317
12,70,22.1,abal,317
12,75,23.3,abal,317
12,80,24.5,abal,317
12,85,25.6,abal,317
12,90,26.7,abal,317
12,95,27.7,abal,317
12,100,28.7,abal,317
12,105,29.6,abal,317
12,110,30.5,abal,317
12,115,31.3,abal,317
12,120,32.1,abal,317
12,125,32.7,abal,317
12,130,33.4,abal,317
12,135,34.0,abal,317
12,140,34.6,abal,317
12,145,35.1,abal,317
12,150,35.6,abal,317
11,30,7.7,abal,319
11,35,9.6,abal,319
11,40,11.5,abal,319
11,45,13.6,abal,319
11,50,15.3,abal,319
11,55,16.9,abal,319
11,60,18.3,abal,319
11,65,19.7,abal,319
11,70,20.9,abal,319
11,75,22.2,abal,319
11,80,23.3,abal,319
11,85,24.4,abal,319
11,90,25.5,abal,319
11,95,26.5,abal,319
11,100,27.5,abal,319
11,105,28.4,abal,319
11,110,29.2,abal,319
11,115,30.0,abal,319
11,120,30.7,abal,319
11,125,31.4,abal,319
11,130,32.1,abal,319
11,135,32.6,abal,319
11,140,33.2,abal,319
11,145,33.7,abal,319
11,150,34.2,abal,319
12,30,8.4,abal,321
12,35,10.4,abal,321
12,40,12.7,abal,321
12,45,14.6,abal,321
12,50,16.4,abal,321
12,55,18.0,abal,321
12,60,19.4,abal,321
12,65,20.8,abal,321
12,70,22.1,abal,321
12,75,23.3,abal,321
12,80,24.5,abal,321
12,85,25.6,abal,321
12,90,26.7,abal,321
12,95,27.7,abal,321
12,100,28.7,abal,321
12,105,29.6,abal,321
12,110,30.5,abal,321
12,115,31.3,abal,321
12,120,32.1,abal,321
12,125,32.7,abal,321
12,130,33.4,abal,321
12,135,34.0,abal,321
12,140,34.6,abal,321
12,145,35.1,abal,321
12,150,35.6,abal,321
12,30,8.4,abal,323
12,35,10.4,abal,323
12,40,12.7,abal,323
12,45,14.6,abal,323
12,50,16.4,abal,323
12,55,18.0,abal,323
12,60,19.4,abal,323
12,65,20.8,abal,323
12,70,22.1,abal,323
12,75,23.3,abal,323
12,80,24.5,abal,323
12,85,25.6,abal,323
12,90,26.7,abal,323
12,95,27.7,abal,323
12,100,28.7,abal,323
12,105,29.6,abal,323
12,110,30.5,abal,323
12,115,31.3,abal,323
12,120,32.1,abal,323
12,125,32.7,abal,323
12,130,33.4,abal,323
12,135,34.0,abal,323
12,140,34.6,abal,323
12,145,35.1,abal,323
12,150,35.6,abal,323
16,30,11.8,abal,325
16,35,14.3,abal,325
16,40,16.5,abal,325
16,45,18.4,abal,325
16,50,20.2,abal,325
16,55,21.9,abal,325
16,60,23.5,abal,325
16,65,24.9,abal,325
16,70,26.5,abal,325
16,75,27.8,abal,325
16,80,29.2,abal,325
16,85,30.4,abal,325
16,90,31.6,abal,325
16,95,32.7,abal,325
16,100,33.8,abal,325
16,105,34.9,abal,325
16,110,35.8,abal,325
16,115,36.6,abal,325
16,120,37.4,abal,325
16,125,38.2,abal,325
16,130,38.9,abal,325
16,135,39.5,abal,325
16,140,40.1,abal,325
16,145,40.7,abal,325
16,150,41.2,abal,325
