dGz100,Alter,Ho,species,rid
10,20,6.9,piab,2
10,25,9.0,piab,2
10,30,11.4,piab,2
10,35,13.9,piab,2
10,40,16.2,piab,2
10,45,18.3,piab,2
10,50,20.4,piab,2
10,55,22.2,piab,2
10,60,23.6,piab,2
10,65,25.0,piab,2
10,70,26.2,piab,2
10,75,27.2,piab,2
10,80,28.2,piab,2
10,85,29.1,piab,2
10,90,29.8,piab,2
10,95,30.6,piab,2
10,100,31.5,piab,2
10,105,32.1,piab,2
10,110,32.8,piab,2
10,115,33.4,piab,2
10,120,34.0,piab,2
10,125,34.5,piab,2
10,130,35.1,piab,2
14,15,7.6,piab,4
14,20,10.5,piab,4
14,25,13.3,piab,4
14,30,16.1,piab,4
14,35,18.9,piab,4
14,40,21.6,piab,4
14,45,23.9,piab,4
14,50,26.0,piab,4
14,55,27.6,piab,4
14,60,29.2,piab,4
14,65,30.4,piab,4
14,70,31.5,piab,4
14,75,32.6,piab,4
14,80,33.6,piab,4
14,85,34.5,piab,4
14,90,35.4,piab,4
14,95,36.3,piab,4
14,100,37.0,piab,4
14,105,37.7,piab,4
14,110,38.3,piab,4
14,115,39.0,piab,4
14,120,39.6,piab,4
14,125,40.1,piab,4
14,130,40.6,piab,4
15,15,8.1,piab,6
15,20,11.3,piab,6
15,25,14.2,piab,6
15,30,17.1,piab,6
15,35,20.0,piab,6
15,40,22.7,piab,6
15,45,25.1,piab,6
15,50,27.1,piab,6
15,55,28.8,piab,6
15,60,30.3,piab,6
15,65,31.5,piab,6
15,70,32.7,piab,6
15,75,33.8,piab,6
15,80,34.8,piab,6
15,85,35.8,piab,6
15,90,36.7,piab,6
15,95,37.5,piab,6
15,100,38.2,piab,6
15,105,38.9,piab,6
15,110,39.6,piab,6
15,115,40.2,piab,6
15,120,40.8,piab,6
15,125,41.3,piab,6
15,130,41.9,piab,6
10,20,6.9,piab,8
10,25,9.0,piab,8
10,30,11.4,piab,8
10,35,13.9,piab,8
10,40,16.2,piab,8
10,45,18.3,piab,8
10,50,20.4,piab,8
10,55,22.2,piab,8
10,60,23.6,piab,8
10,65,25.0,piab,8
10,70,26.2,piab,8
10,75,27.2,piab,8
10,80,28.2,piab,8
10,85,29.1,piab,8
10,90,29.8,piab,8
10,95,30.6,piab,8
10,100,31.5,piab,8
10,105,32.1,piab,8
10,110,32.8,piab,8
10,115,33.4,piab,8
10,120,34.0,piab,8
10,125,34.5,piab,8
10,130,35.1,piab,8
12,15,6.4,piab,10
12,20,8.9,piab,10
12,25,11.4,piab,10
12,30,14.0,piab,10
12,35,16.6,piab,10
12,40,19.1,piab,10
12,45,21.4,piab,10
12,50,23.4,piab,10
12,55,25.1,piab,10
12,60,26.6,piab,10
12,65,27.8,piab,10
12,70,29.0,piab,10
12,75,30.0,piab,10
12,80,31.0,piab,10
12,85,31.9,piab,10
12,90,32.8,piab,10
12,95,33.5,piab,10
12,100,34.3,piab,10
12,105,35.0,piab,10
12,110,35.7,piab,10
12,115,36.3,piab,10
12,120,36.9,piab,10
12,125,37.5,piab,10
12,130,38.0,piab,10
12,15,6.4,piab,12
12,20,8.9,piab,12
12,25,11.4,piab,12
12,30,14.0,piab,12
12,35,16.6,piab,12
12,40,19.1,piab,12
12,45,21.4,piab,12
12,50,23.4,piab,12
12,55,25.1,piab,12
12,60,26.6,piab,12
12,65,27.8,piab,12
12,70,29.0,piab,12
12,75,30.0,piab,12
12,80,31.0,piab,12
12,85,31.9,piab,12
12,90,32.8,piab,12
12,95,33.5,piab,12
12,100,34.3,piab,12
12,105,35.0,piab,12
12,110,35.7,piab,12
12,115,36.3,piab,12
12,120,36.9,piab,12
12,125,37.5,piab,12
12,130,38.0,piab,12
7,30,9.0,fasy,14
7,35,11.2,fasy,14
7,40,13.4,fasy,14
7,45,15.6,fasy,14
7,50,17.6,fasy,14
7,55,19.4,fasy,14
7,60,21.0,fasy,14
7,65,22.4,fasy,14
7,70,23.7,fasy,14
7,75,24.9,fasy,14
7,80,26.0,fasy,14
7,85,27.1,fasy,14
7,90,28.2,fasy,14
7,95,29.2,fasy,14
7,100,30.1,fasy,14
7,105,31.0,fasy,14
7,110,31.7,fasy,14
7,115,32.4,fasy,14
7,120,33.1,fasy,14
7,125,33.7,fasy,14
7,130,34.3,fasy,14
7,135,34.8,fasy,14
7,140,35.3,fasy,14
7,145,35.7,fasy,14
7,150,36.1,fasy,14
13,15,7.0,piab,18
13,20,9.8,piab,18
13,25,12.3,piab,18
13,30,15.1,piab,18
13,35,17.8,piab,18
13,40,20.4,piab,18
13,45,22.7,piab,18
13,50,24.7,piab,18
13,55,26.4,piab,18
13,60,27.9,piab,18
13,65,29.2,piab,18
13,70,30.3,piab,18
13,75,31.4,piab,18
13,80,32.4,piab,18
13,85,33.3,piab,18
13,90,34.1,piab,18
13,95,34.9,piab,18
13,100,35.7,piab,18
13,105,36.4,piab,18
13,110,37.1,piab,18
13,115,37.6,piab,18
13,120,38.2,piab,18
13,125,38.8,piab,18
13,130,39.4,piab,18
8,25,6.9,piab,20
8,30,8.8,piab,20
8,35,10.9,piab,20
8,40,13.0,piab,20
8,45,15.1,piab,20
8,50,16.9,piab,20
8,55,18.7,piab,20
8,60,20.3,piab,20
8,65,21.6,piab,20
8,70,22.8,piab,20
8,75,23.9,piab,20
8,80,24.9,piab,20
8,85,25.8,piab,20
8,90,26.7,piab,20
8,95,27.5,piab,20
8,100,28.2,piab,20
8,105,28.9,piab,20
8,110,29.6,piab,20
8,115,30.3,piab,20
8,120,30.9,piab,20
8,125,31.5,piab,20
8,130,32.1,piab,20
14,15,7.6,piab,22
14,20,10.5,piab,22
14,25,13.3,piab,22
14,30,16.1,piab,22
14,35,18.9,piab,22
14,40,21.6,piab,22
14,45,23.9,piab,22
14,50,26.0,piab,22
14,55,27.6,piab,22
14,60,29.2,piab,22
14,65,30.4,piab,22
14,70,31.5,piab,22
14,75,32.6,piab,22
14,80,33.6,piab,22
14,85,34.5,piab,22
14,90,35.4,piab,22
14,95,36.3,piab,22
14,100,37.0,piab,22
14,105,37.7,piab,22
14,110,38.3,piab,22
14,115,39.0,piab,22
14,120,39.6,piab,22
14,125,40.1,piab,22
14,130,40.6,piab,22
10,20,6.9,piab,24
10,25,9.0,piab,24
10,30,11.4,piab,24
10,35,13.9,piab,24
10,40,16.2,piab,24
10,45,18.3,piab,24
10,50,20.4,piab,24
10,55,22.2,piab,24
10,60,23.6,piab,24
10,65,25.0,piab,24
10,70,26.2,piab,24
10,75,27.2,piab,24
10,80,28.2,piab,24
10,85,29.1,piab,24
10,90,29.8,piab,24
10,95,30.6,piab,24
10,100,31.5,piab,24
10,105,32.1,piab,24
10,110,32.8,piab,24
10,115,33.4,piab,24
10,120,34.0,piab,24
10,125,34.5,piab,24
10,130,35.1,piab,24
13,15,7.0,piab,26
13,20,9.8,piab,26
13,25,12.3,piab,26
13,30,15.1,piab,26
13,35,17.8,piab,26
13,40,20.4,piab,26
13,45,22.7,piab,26
13,50,24.7,piab,26
13,55,26.4,piab,26
13,60,27.9,piab,26
13,65,29.2,piab,26
13,70,30.3,piab,26
13,75,31.4,piab,26
13,80,32.4,piab,26
13,85,33.3,piab,26
13,90,34.1,piab,26
13,95,34.9,piab,26
13,100,35.7,piab,26
13,105,36.4,piab,26
13,110,37.1,piab,26
13,115,37.6,piab,26
13,120,38.2,piab,26
13,125,38.8,piab,26
13,130,39.4,piab,26
8,30,10.7,fasy,28
8,35,13.0,fasy,28
8,40,15.4,fasy,28
8,45,17.7,fasy,28
8,50,19.7,fasy,28
8,55,21.6,fasy,28
8,60,23.3,fasy,28
8,65,24.7,fasy,28
8,70,26.0,fasy,28
8,75,27.3,fasy,28
8,80,28.5,fasy,28
8,85,29.7,fasy,28
8,90,30.8,fasy,28
8,95,31.8,fasy,28
8,100,32.7,fasy,28
8,105,33.6,fasy,28
8,110,34.4,fasy,28
8,115,35.3,fasy,28
8,120,35.9,fasy,28
8,125,36.5,fasy,28
8,130,37.0,fasy,28
8,135,37.6,fasy,28
8,140,38.1,fasy,28
8,145,38.5,fasy,28
8,150,39.0,fasy,28
6,30,7.2,fasy,30
6,35,9.3,fasy,30
6,40,11.4,fasy,30
6,45,13.6,fasy,30
6,50,15.4,fasy,30
6,55,17.1,fasy,30
6,60,18.6,fasy,30
6,65,20.1,fasy,30
6,70,21.3,fasy,30
6,75,22.5,fasy,30
6,80,23.6,fasy,30
6,85,24.6,fasy,30
6,90,25.6,fasy,30
6,95,26.5,fasy,30
6,100,27.4,fasy,30
6,105,28.2,fasy,30
6,110,28.9,fasy,30
6,115,29.7,fasy,30
6,120,30.3,fasy,30
6,125,30.9,fasy,30
6,130,31.3,fasy,30
6,135,31.8,fasy,30
6,140,32.3,fasy,30
6,145,32.7,fasy,30
6,150,33.1,fasy,30
9,20,0.0,piab,32
9,25,7.9,piab,32
9,30,10.1,piab,32
9,35,12.3,piab,32
9,40,14.7,piab,32
9,45,16.7,piab,32
9,50,18.7,piab,32
9,55,20.5,piab,32
9,60,22.1,piab,32
9,65,23.4,piab,32
9,70,24.5,piab,32
9,75,25.6,piab,32
9,80,26.6,piab,32
9,85,27.5,piab,32
9,90,28.4,piab,32
9,95,29.2,piab,32
9,100,29.8,piab,32
9,105,30.5,piab,32
9,110,31.2,piab,32
9,115,31.9,piab,32
9,120,32.5,piab,32
9,125,33.1,piab,32
9,130,33.6,piab,32
8,30,10.7,fasy,34
8,35,13.0,fasy,34
8,40,15.4,fasy,34
8,45,17.7,fasy,34
8,50,19.7,fasy,34
8,55,21.6,fasy,34
8,60,23.3,fasy,34
8,65,24.7,fasy,34
8,70,26.0,fasy,34
8,75,27.3,fasy,34
8,80,28.5,fasy,34
8,85,29.7,fasy,34
8,90,30.8,fasy,34
8,95,31.8,fasy,34
8,100,32.7,fasy,34
8,105,33.6,fasy,34
8,110,34.4,fasy,34
8,115,35.3,fasy,34
8,120,35.9,fasy,34
8,125,36.5,fasy,34
8,130,37.0,fasy,34
8,135,37.6,fasy,34
8,140,38.1,fasy,34
8,145,38.5,fasy,34
8,150,39.0,fasy,34
16,20,13.9,psme,36
16,25,17.6,psme,36
16,30,21.0,psme,36
16,35,24.0,psme,36
16,40,26.6,psme,36
16,45,29.1,psme,36
16,50,31.2,psme,36
16,55,33.2,psme,36
16,60,35.1,psme,36
16,65,36.8,psme,36
16,70,38.3,psme,36
16,75,39.7,psme,36
16,80,41.0,psme,36
16,85,42.2,psme,36
16,90,43.3,psme,36
16,95,44.4,psme,36
16,100,45.5,psme,36
9,20,9.5,psme,38
9,25,12.3,psme,38
9,30,14.8,psme,38
9,35,17.1,psme,38
9,40,19.2,psme,38
9,45,21.0,psme,38
9,50,22.8,psme,38
9,55,24.3,psme,38
9,60,25.8,psme,38
9,65,27.1,psme,38
9,70,28.2,psme,38
9,75,29.3,psme,38
9,80,30.4,psme,38
9,85,31.4,psme,38
9,90,32.3,psme,38
9,95,33.2,psme,38
9,100,33.9,psme,38
9,20,9.5,psme,40
9,25,12.3,psme,40
9,30,14.8,psme,40
9,35,17.1,psme,40
9,40,19.2,psme,40
9,45,21.0,psme,40
9,50,22.8,psme,40
9,55,24.3,psme,40
9,60,25.8,psme,40
9,65,27.1,psme,40
9,70,28.2,psme,40
9,75,29.3,psme,40
9,80,30.4,psme,40
9,85,31.4,psme,40
9,90,32.3,psme,40
9,95,33.2,psme,40
9,100,33.9,psme,40
16,20,13.9,psme,42
16,25,17.6,psme,42
16,30,21.0,psme,42
16,35,24.0,psme,42
16,40,26.6,psme,42
16,45,29.1,psme,42
16,50,31.2,psme,42
16,55,33.2,psme,42
16,60,35.1,psme,42
16,65,36.8,psme,42
16,70,38.3,psme,42
16,75,39.7,psme,42
16,80,41.0,psme,42
16,85,42.2,psme,42
16,90,43.3,psme,42
16,95,44.4,psme,42
16,100,45.5,psme,42
19,20,15.6,psme,44
19,25,19.7,psme,44
19,30,23.4,psme,44
19,35,26.6,psme,44
19,40,29.5,psme,44
19,45,32.1,psme,44
19,50,34.5,psme,44
19,55,36.6,psme,44
19,60,38.5,psme,44
19,65,40.3,psme,44
19,70,42.0,psme,44
19,75,43.5,psme,44
19,80,44.9,psme,44
19,85,46.3,psme,44
19,90,47.5,psme,44
19,95,48.7,psme,44
19,100,49.7,psme,44
10,30,13.6,fasy,46
10,35,16.5,fasy,46
10,40,19.2,fasy,46
10,45,21.7,fasy,46
10,50,24.0,fasy,46
10,55,26.1,fasy,46
10,60,27.9,fasy,46
10,65,29.3,fasy,46
10,70,30.7,fasy,46
10,75,32.2,fasy,46
10,80,33.4,fasy,46
10,85,34.7,fasy,46
10,90,35.9,fasy,46
10,95,37.0,fasy,46
10,100,37.9,fasy,46
10,105,38.9,fasy,46
10,110,39.8,fasy,46
10,115,40.6,fasy,46
10,120,41.6,fasy,46
10,125,42.2,fasy,46
10,130,43.0,fasy,46
10,135,43.8,fasy,46
10,140,44.5,fasy,46
10,145,45.0,fasy,46
10,150,45.5,fasy,46
9,30,12.2,fasy,48
9,35,14.8,fasy,48
9,40,17.3,fasy,48
9,45,19.7,fasy,48
9,50,21.9,fasy,48
9,55,23.9,fasy,48
9,60,25.6,fasy,48
9,65,27.0,fasy,48
9,70,28.4,fasy,48
9,75,29.8,fasy,48
9,80,31.1,fasy,48
9,85,32.3,fasy,48
9,90,33.4,fasy,48
9,95,34.4,fasy,48
9,100,35.3,fasy,48
9,105,36.2,fasy,48
9,110,37.0,fasy,48
9,115,37.8,fasy,48
9,120,38.6,fasy,48
9,125,39.3,fasy,48
9,130,39.9,fasy,48
9,135,40.6,fasy,48
9,140,41.2,fasy,48
9,145,41.8,fasy,48
9,150,42.2,fasy,48
8,30,10.7,fasy,52
8,35,13.0,fasy,52
8,40,15.4,fasy,52
8,45,17.7,fasy,52
8,50,19.7,fasy,52
8,55,21.6,fasy,52
8,60,23.3,fasy,52
8,65,24.7,fasy,52
8,70,26.0,fasy,52
8,75,27.3,fasy,52
8,80,28.5,fasy,52
8,85,29.7,fasy,52
8,90,30.8,fasy,52
8,95,31.8,fasy,52
8,100,32.7,fasy,52
8,105,33.6,fasy,52
8,110,34.4,fasy,52
8,115,35.3,fasy,52
8,120,35.9,fasy,52
8,125,36.5,fasy,52
8,130,37.0,fasy,52
8,135,37.6,fasy,52
8,140,38.1,fasy,52
8,145,38.5,fasy,52
8,150,39.0,fasy,52
9,20,9.5,psme,54
9,25,12.3,psme,54
9,30,14.8,psme,54
9,35,17.1,psme,54
9,40,19.2,psme,54
9,45,21.0,psme,54
9,50,22.8,psme,54
9,55,24.3,psme,54
9,60,25.8,psme,54
9,65,27.1,psme,54
9,70,28.2,psme,54
9,75,29.3,psme,54
9,80,30.4,psme,54
9,85,31.4,psme,54
9,90,32.3,psme,54
9,95,33.2,psme,54
9,100,33.9,psme,54
7,30,9.0,fasy,56
7,35,11.2,fasy,56
7,40,13.4,fasy,56
7,45,15.6,fasy,56
7,50,17.6,fasy,56
7,55,19.4,fasy,56
7,60,21.0,fasy,56
7,65,22.4,fasy,56
7,70,23.7,fasy,56
7,75,24.9,fasy,56
7,80,26.0,fasy,56
7,85,27.1,fasy,56
7,90,28.2,fasy,56
7,95,29.2,fasy,56
7,100,30.1,fasy,56
7,105,31.0,fasy,56
7,110,31.7,fasy,56
7,115,32.4,fasy,56
7,120,33.1,fasy,56
7,125,33.7,fasy,56
7,130,34.3,fasy,56
7,135,34.8,fasy,56
7,140,35.3,fasy,56
7,145,35.7,fasy,56
7,150,36.1,fasy,56
7,30,9.0,fasy,58
7,35,11.2,fasy,58
7,40,13.4,fasy,58
7,45,15.6,fasy,58
7,50,17.6,fasy,58
7,55,19.4,fasy,58
7,60,21.0,fasy,58
7,65,22.4,fasy,58
7,70,23.7,fasy,58
7,75,24.9,fasy,58
7,80,26.0,fasy,58
7,85,27.1,fasy,58
7,90,28.2,fasy,58
7,95,29.2,fasy,58
7,100,30.1,fasy,58
7,105,31.0,fasy,58
7,110,31.7,fasy,58
7,115,32.4,fasy,58
7,120,33.1,fasy,58
7,125,33.7,fasy,58
7,130,34.3,fasy,58
7,135,34.8,fasy,58
7,140,35.3,fasy,58
7,145,35.7,fasy,58
7,150,36.1,fasy,58
6,30,7.2,fasy,64
6,35,9.3,fasy,64
6,40,11.4,fasy,64
6,45,13.6,fasy,64
6,50,15.4,fasy,64
6,55,17.1,fasy,64
6,60,18.6,fasy,64
6,65,20.1,fasy,64
6,70,21.3,fasy,64
6,75,22.5,fasy,64
6,80,23.6,fasy,64
6,85,24.6,fasy,64
6,90,25.6,fasy,64
6,95,26.5,fasy,64
6,100,27.4,fasy,64
6,105,28.2,fasy,64
6,110,28.9,fasy,64
6,115,29.7,fasy,64
6,120,30.3,fasy,64
6,125,30.9,fasy,64
6,130,31.3,fasy,64
6,135,31.8,fasy,64
6,140,32.3,fasy,64
6,145,32.7,fasy,64
6,150,33.1,fasy,64
8,25,6.9,piab,66
8,30,8.8,piab,66
8,35,10.9,piab,66
8,40,13.0,piab,66
8,45,15.1,piab,66
8,50,16.9,piab,66
8,55,18.7,piab,66
8,60,20.3,piab,66
8,65,21.6,piab,66
8,70,22.8,piab,66
8,75,23.9,piab,66
8,80,24.9,piab,66
8,85,25.8,piab,66
8,90,26.7,piab,66
8,95,27.5,piab,66
8,100,28.2,piab,66
8,105,28.9,piab,66
8,110,29.6,piab,66
8,115,30.3,piab,66
8,120,30.9,piab,66
8,125,31.5,piab,66
8,130,32.1,piab,66
6,30,7.2,fasy,68
6,35,9.3,fasy,68
6,40,11.4,fasy,68
6,45,13.6,fasy,68
6,50,15.4,fasy,68
6,55,17.1,fasy,68
6,60,18.6,fasy,68
6,65,20.1,fasy,68
6,70,21.3,fasy,68
6,75,22.5,fasy,68
6,80,23.6,fasy,68
6,85,24.6,fasy,68
6,90,25.6,fasy,68
6,95,26.5,fasy,68
6,100,27.4,fasy,68
6,105,28.2,fasy,68
6,110,28.9,fasy,68
6,115,29.7,fasy,68
6,120,30.3,fasy,68
6,125,30.9,fasy,68
6,130,31.3,fasy,68
6,135,31.8,fasy,68
6,140,32.3,fasy,68
6,145,32.7,fasy,68
6,150,33.1,fasy,68
6,25,0.0,piab,70
6,30,0.0,piab,70
6,35,7.6,piab,70
6,40,9.5,piab,70
6,45,11.4,piab,70
6,50,13.2,piab,70
6,55,14.9,piab,70
6,60,16.4,piab,70
6,65,17.7,piab,70
6,70,18.9,piab,70
6,75,20.1,piab,70
6,80,21.1,piab,70
6,85,22.1,piab,70
6,90,22.9,piab,70
6,95,23.7,piab,70
6,100,24.5,piab,70
6,105,25.3,piab,70
6,110,25.9,piab,70
6,115,26.6,piab,70
6,120,27.2,piab,70
6,125,27.8,piab,70
6,130,28.5,piab,70
3,30,0.0,fasy,72
3,35,0.0,fasy,72
3,40,0.0,fasy,72
3,45,5.5,fasy,72
3,50,7.8,fasy,72
3,55,9.3,fasy,72
3,60,10.8,fasy,72
3,65,12.3,fasy,72
3,70,13.5,fasy,72
3,75,14.5,fasy,72
3,80,15.4,fasy,72
3,85,16.3,fasy,72
3,90,17.1,fasy,72
3,95,17.9,fasy,72
3,100,18.5,fasy,72
3,105,19.2,fasy,72
3,110,19.9,fasy,72
3,115,20.5,fasy,72
3,120,21.0,fasy,72
3,125,21.4,fasy,72
3,130,21.9,fasy,72
3,135,22.3,fasy,72
3,140,22.7,fasy,72
3,145,23.0,fasy,72
3,150,23.3,fasy,72
7,25,0.0,piab,74
7,30,7.4,piab,74
7,35,9.3,piab,74
7,40,11.3,piab,74
7,45,13.2,piab,74
7,50,15.1,piab,74
7,55,16.8,piab,74
7,60,18.3,piab,74
7,65,19.7,piab,74
7,70,20.9,piab,74
7,75,22.0,piab,74
7,80,23.0,piab,74
7,85,24.0,piab,74
7,90,24.8,piab,74
7,95,25.6,piab,74
7,100,26.4,piab,74
7,105,27.1,piab,74
7,110,27.8,piab,74
7,115,28.5,piab,74
7,120,29.2,piab,74
7,125,29.8,piab,74
7,130,30.4,piab,74
9,20,0.0,piab,76
9,25,7.9,piab,76
9,30,10.1,piab,76
9,35,12.3,piab,76
9,40,14.7,piab,76
9,45,16.7,piab,76
9,50,18.7,piab,76
9,55,20.5,piab,76
9,60,22.1,piab,76
9,65,23.4,piab,76
9,70,24.5,piab,76
9,75,25.6,piab,76
9,80,26.6,piab,76
9,85,27.5,piab,76
9,90,28.4,piab,76
9,95,29.2,piab,76
9,100,29.8,piab,76
9,105,30.5,piab,76
9,110,31.2,piab,76
9,115,31.9,piab,76
9,120,32.5,piab,76
9,125,33.1,piab,76
9,130,33.6,piab,76
8,25,6.9,piab,78
8,30,8.8,piab,78
8,35,10.9,piab,78
8,40,13.0,piab,78
8,45,15.1,piab,78
8,50,16.9,piab,78
8,55,18.7,piab,78
8,60,20.3,piab,78
8,65,21.6,piab,78
8,70,22.8,piab,78
8,75,23.9,piab,78
8,80,24.9,piab,78
8,85,25.8,piab,78
8,90,26.7,piab,78
8,95,27.5,piab,78
8,100,28.2,piab,78
8,105,28.9,piab,78
8,110,29.6,piab,78
8,115,30.3,piab,78
8,120,30.9,piab,78
8,125,31.5,piab,78
8,130,32.1,piab,78
6,25,0.0,piab,82
6,30,0.0,piab,82
6,35,7.6,piab,82
6,40,9.5,piab,82
6,45,11.4,piab,82
6,50,13.2,piab,82
6,55,14.9,piab,82
6,60,16.4,piab,82
6,65,17.7,piab,82
6,70,18.9,piab,82
6,75,20.1,piab,82
6,80,21.1,piab,82
6,85,22.1,piab,82
6,90,22.9,piab,82
6,95,23.7,piab,82
6,100,24.5,piab,82
6,105,25.3,piab,82
6,110,25.9,piab,82
6,115,26.6,piab,82
6,120,27.2,piab,82
6,125,27.8,piab,82
6,130,28.5,piab,82
7,25,0.0,piab,84
7,30,7.4,piab,84
7,35,9.3,piab,84
7,40,11.3,piab,84
7,45,13.2,piab,84
7,50,15.1,piab,84
7,55,16.8,piab,84
7,60,18.3,piab,84
7,65,19.7,piab,84
7,70,20.9,piab,84
7,75,22.0,piab,84
7,80,23.0,piab,84
7,85,24.0,piab,84
7,90,24.8,piab,84
7,95,25.6,piab,84
7,100,26.4,piab,84
7,105,27.1,piab,84
7,110,27.8,piab,84
7,115,28.5,piab,84
7,120,29.2,piab,84
7,125,29.8,piab,84
7,130,30.4,piab,84
7,25,0.0,piab,86
7,30,7.4,piab,86
7,35,9.3,piab,86
7,40,11.3,piab,86
7,45,13.2,piab,86
7,50,15.1,piab,86
7,55,16.8,piab,86
7,60,18.3,piab,86
7,65,19.7,piab,86
7,70,20.9,piab,86
7,75,22.0,piab,86
7,80,23.0,piab,86
7,85,24.0,piab,86
7,90,24.8,piab,86
7,95,25.6,piab,86
7,100,26.4,piab,86
7,105,27.1,piab,86
7,110,27.8,piab,86
7,115,28.5,piab,86
7,120,29.2,piab,86
7,125,29.8,piab,86
7,130,30.4,piab,86
7,25,0.0,piab,88
7,30,7.4,piab,88
7,35,9.3,piab,88
7,40,11.3,piab,88
7,45,13.2,piab,88
7,50,15.1,piab,88
7,55,16.8,piab,88
7,60,18.3,piab,88
7,65,19.7,piab,88
7,70,20.9,piab,88
7,75,22.0,piab,88
7,80,23.0,piab,88
7,85,24.0,piab,88
7,90,24.8,piab,88
7,95,25.6,piab,88
7,100,26.4,piab,88
7,105,27.1,piab,88
7,110,27.8,piab,88
7,115,28.5,piab,88
7,120,29.2,piab,88
7,125,29.8,piab,88
7,130,30.4,piab,88
8,25,6.9,piab,90
8,30,8.8,piab,90
8,35,10.9,piab,90
8,40,13.0,piab,90
8,45,15.1,piab,90
8,50,16.9,piab,90
8,55,18.7,piab,90
8,60,20.3,piab,90
8,65,21.6,piab,90
8,70,22.8,piab,90
8,75,23.9,piab,90
8,80,24.9,piab,90
8,85,25.8,piab,90
8,90,26.7,piab,90
8,95,27.5,piab,90
8,100,28.2,piab,90
8,105,28.9,piab,90
8,110,29.6,piab,90
8,115,30.3,piab,90
8,120,30.9,piab,90
8,125,31.5,piab,90
8,130,32.1,piab,90
8,25,6.9,piab,92
8,30,8.8,piab,92
8,35,10.9,piab,92
8,40,13.0,piab,92
8,45,15.1,piab,92
8,50,16.9,piab,92
8,55,18.7,piab,92
8,60,20.3,piab,92
8,65,21.6,piab,92
8,70,22.8,piab,92
8,75,23.9,piab,92
8,80,24.9,piab,92
8,85,25.8,piab,92
8,90,26.7,piab,92
8,95,27.5,piab,92
8,100,28.2,piab,92
8,105,28.9,piab,92
8,110,29.6,piab,92
8,115,30.3,piab,92
8,120,30.9,piab,92
8,125,31.5,piab,92
8,130,32.1,piab,92
7,25,0.0,piab,94
7,30,7.4,piab,94
7,35,9.3,piab,94
7,40,11.3,piab,94
7,45,13.2,piab,94
7,50,15.1,piab,94
7,55,16.8,piab,94
7,60,18.3,piab,94
7,65,19.7,piab,94
7,70,20.9,piab,94
7,75,22.0,piab,94
7,80,23.0,piab,94
7,85,24.0,piab,94
7,90,24.8,piab,94
7,95,25.6,piab,94
7,100,26.4,piab,94
7,105,27.1,piab,94
7,110,27.8,piab,94
7,115,28.5,piab,94
7,120,29.2,piab,94
7,125,29.8,piab,94
7,130,30.4,piab,94
6,25,0.0,piab,96
6,30,0.0,piab,96
6,35,7.6,piab,96
6,40,9.5,piab,96
6,45,11.4,piab,96
6,50,13.2,piab,96
6,55,14.9,piab,96
6,60,16.4,piab,96
6,65,17.7,piab,96
6,70,18.9,piab,96
6,75,20.1,piab,96
6,80,21.1,piab,96
6,85,22.1,piab,96
6,90,22.9,piab,96
6,95,23.7,piab,96
6,100,24.5,piab,96
6,105,25.3,piab,96
6,110,25.9,piab,96
6,115,26.6,piab,96
6,120,27.2,piab,96
6,125,27.8,piab,96
6,130,28.5,piab,96
8,25,6.9,piab,98
8,30,8.8,piab,98
8,35,10.9,piab,98
8,40,13.0,piab,98
8,45,15.1,piab,98
8,50,16.9,piab,98
8,55,18.7,piab,98
8,60,20.3,piab,98
8,65,21.6,piab,98
8,70,22.8,piab,98
8,75,23.9,piab,98
8,80,24.9,piab,98
8,85,25.8,piab,98
8,90,26.7,piab,98
8,95,27.5,piab,98
8,100,28.2,piab,98
8,105,28.9,piab,98
8,110,29.6,piab,98
8,115,30.3,piab,98
8,120,30.9,piab,98
8,125,31.5,piab,98
8,130,32.1,piab,98
7,25,0.0,piab,100
7,30,7.4,piab,100
7,35,9.3,piab,100
7,40,11.3,piab,100
7,45,13.2,piab,100
7,50,15.1,piab,100
7,55,16.8,piab,100
7,60,18.3,piab,100
7,65,19.7,piab,100
7,70,20.9,piab,100
7,75,22.0,piab,100
7,80,23.0,piab,100
7,85,24.0,piab,100
7,90,24.8,piab,100
7,95,25.6,piab,100
7,100,26.4,piab,100
7,105,27.1,piab,100
7,110,27.8,piab,100
7,115,28.5,piab,100
7,120,29.2,piab,100
7,125,29.8,piab,100
7,130,30.4,piab,100
6,25,0.0,piab,102
6,30,0.0,piab,102
6,35,7.6,piab,102
6,40,9.5,piab,102
6,45,11.4,piab,102
6,50,13.2,piab,102
6,55,14.9,piab,102
6,60,16.4,piab,102
6,65,17.7,piab,102
6,70,18.9,piab,102
6,75,20.1,piab,102
6,80,21.1,piab,102
6,85,22.1,piab,102
6,90,22.9,piab,102
6,95,23.7,piab,102
6,100,24.5,piab,102
6,105,25.3,piab,102
6,110,25.9,piab,102
6,115,26.6,piab,102
6,120,27.2,piab,102
6,125,27.8,piab,102
6,130,28.5,piab,102
7,25,0.0,piab,104
7,30,7.4,piab,104
7,35,9.3,piab,104
7,40,11.3,piab,104
7,45,13.2,piab,104
7,50,15.1,piab,104
7,55,16.8,piab,104
7,60,18.3,piab,104
7,65,19.7,piab,104
7,70,20.9,piab,104
7,75,22.0,piab,104
7,80,23.0,piab,104
7,85,24.0,piab,104
7,90,24.8,piab,104
7,95,25.6,piab,104
